subject,auc,auprc,mcc,balanced_accuracy,precision,recall,f1
02,0.6857142857142858,0.8578789293495175,0.2927700218845599,0.6571428571428571,0.8181818181818182,0.6,0.6923076923076923
04,0.6428571428571429,0.6496598639455782,0.23809523809523808,0.6190476190476191,0.6666666666666666,0.5714285714285714,0.6153846153846154
05,0.4903381642512077,0.5887816821299394,0.06490459625752718,0.5326086956521738,0.5909090909090909,0.5652173913043478,0.5777777777777777
06,0.6063492063492064,0.6485690248271129,0.14285714285714285,0.5714285714285714,0.6666666666666666,0.47619047619047616,0.5555555555555556
08,0.6873065015479876,0.65187587978916,0.34798974093577845,0.6718266253869969,0.7333333333333333,0.5789473684210527,0.6470588235294118
11,0.56,0.3360528360528361,-0.08006407690254357,0.45,0.16666666666666666,0.4,0.23529411764705882
12,0.5666666666666667,0.5656998556998557,-0.14951420452417674,0.4277777777777778,0.42857142857142855,0.3,0.35294117647058826
15,0.7142857142857143,0.5317460317460317,0.0890870806374748,0.5476190476190476,0.3333333333333333,0.6666666666666666,0.4444444444444444
21,0.38636363636363635,0.738537220355402,-0.040291148201269014,0.4772727272727273,0.7142857142857143,0.45454545454545453,0.5555555555555556
24,0.5042735042735043,0.6864354895646976,0.09283444198266944,0.5470085470085471,0.625,0.5555555555555556,0.5882352941176471
25,0.5112781954887218,0.5668257353374881,-0.05006261743217589,0.474937343358396,0.45,0.47368421052631576,0.46153846153846156
26,0.6007905138339921,0.6123784830176523,0.10938093234364604,0.5523715415019763,0.5517241379310345,0.6956521739130435,0.6153846153846154
27,0.5944444444444446,0.5403121318252897,0.2539166875385041,0.6166666666666667,0.5263157894736842,0.8333333333333334,0.6451612903225806
28,0.725,0.8200757575757576,0.4147575310031266,0.7125,0.8333333333333334,0.625,0.7142857142857143
29,0.6578947368421052,0.6611095001070983,0.3092105263157895,0.6546052631578947,0.6842105263157895,0.6842105263157895,0.6842105263157895
30,0.5933014354066986,0.7480643084110463,0.10566112966540278,0.5502392344497608,0.6666666666666666,0.7368421052631579,0.7
32,0.5227272727272727,0.5196985729120688,-0.0043701886126703065,0.4977272727272727,0.35294117647058826,0.5454545454545454,0.42857142857142855
34,0.6682692307692308,0.6729990740961871,0.3179472918595553,0.657051282051282,0.6551724137931034,0.7307692307692307,0.6909090909090909
35,0.6149068322981366,0.713810669036042,0.09040246360918491,0.5465838509316769,0.6666666666666666,0.5217391304347826,0.5853658536585366
36,0.48148148148148145,0.7176064676064675,-0.05455447255899809,0.4722222222222222,0.5714285714285714,0.4444444444444444,0.5
37,0.5488721804511278,0.635137009548751,-0.011587244366483038,0.4943609022556391,0.5714285714285714,0.631578947368421,0.6
38,0.41999999999999993,0.6226290376290375,0.18898223650461363,0.6,0.75,0.6,0.6666666666666666
40,0.6728778467908902,0.6325365737685473,0.18012422360248448,0.5900621118012422,0.5714285714285714,0.5714285714285714,0.5714285714285714
43,0.5535714285714286,0.5636197077898759,0.23809523809523808,0.6190476190476191,0.6666666666666666,0.5714285714285714,0.6153846153846154
