run_idx,subject,fold_idx,auc,auprc,mcc,balanced_accuracy
0,02,0,0.6857142857142858,0.8578789293495175,0.2927700218845599,0.6571428571428571
0,04,1,0.6428571428571429,0.6496598639455782,0.23809523809523808,0.6190476190476191
0,05,2,0.4903381642512077,0.5887816821299394,0.06490459625752718,0.5326086956521738
0,06,3,0.6063492063492064,0.6485690248271129,0.14285714285714285,0.5714285714285714
0,08,4,0.6873065015479876,0.65187587978916,0.34798974093577845,0.6718266253869969
0,11,5,0.56,0.3360528360528361,-0.08006407690254357,0.45
0,12,6,0.5666666666666667,0.5656998556998557,-0.14951420452417674,0.4277777777777778
0,15,7,0.7142857142857143,0.5317460317460317,0.0890870806374748,0.5476190476190476
0,21,8,0.38636363636363635,0.738537220355402,-0.040291148201269014,0.4772727272727273
0,24,9,0.5042735042735043,0.6864354895646976,0.09283444198266944,0.5470085470085471
0,25,10,0.5112781954887218,0.5668257353374881,-0.05006261743217589,0.474937343358396
0,26,11,0.6007905138339921,0.6123784830176523,0.10938093234364604,0.5523715415019763
0,27,12,0.5944444444444446,0.5403121318252897,0.2539166875385041,0.6166666666666667
0,28,13,0.725,0.8200757575757576,0.4147575310031266,0.7125
0,29,14,0.6578947368421052,0.6611095001070983,0.3092105263157895,0.6546052631578947
0,30,15,0.5933014354066986,0.7480643084110463,0.10566112966540278,0.5502392344497608
0,32,16,0.5227272727272727,0.5196985729120688,-0.0043701886126703065,0.4977272727272727
0,34,17,0.6682692307692308,0.6729990740961871,0.3179472918595553,0.657051282051282
0,35,18,0.6149068322981366,0.713810669036042,0.09040246360918491,0.5465838509316769
0,36,19,0.48148148148148145,0.7176064676064675,-0.05455447255899809,0.4722222222222222
0,37,20,0.5488721804511278,0.635137009548751,-0.011587244366483038,0.4943609022556391
0,38,21,0.41999999999999993,0.6226290376290375,0.18898223650461363,0.6
0,40,22,0.6728778467908902,0.6325365737685473,0.18012422360248448,0.5900621118012422
0,43,23,0.5535714285714286,0.5636197077898759,0.23809523809523808,0.6190476190476191
