channel,mean_auc,auc_single,n_features,std_auc,perm_p,sig,fwer_threshold,pipeline,dimension
F5,0.6657614176245211,0.6778927203065134,19,0.1856422298791929,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
F6,0.6398677969348658,0.6447892720306513,19,0.1491477417362525,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
F7,0.6545888505747127,0.6556111111111113,19,0.1509563885042477,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
F8,0.6659317816091953,0.6619846743295019,19,0.1367694808944266,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
FC1,0.6135636015325671,0.600411877394636,23,0.1815092810442939,0.0039920159680638,True,0.5814149425287357,ws,On/Off-Task
FC2,0.6393668007662835,0.6254770114942529,23,0.154809140626622,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
FC3,0.6519850957854406,0.6394961685823755,19,0.1508147624634919,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
FC4,0.6293455555555556,0.6237011494252873,19,0.1458221213161621,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
FC5,0.6716268007662834,0.6674712643678162,19,0.1372460417636018,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
FC6,0.6509934865900382,0.6593199233716476,19,0.1574947451702332,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
FT10,0.6537863984674329,0.6440632183908046,19,0.1525109910094854,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
FT7,0.6745677203065135,0.6610114942528734,19,0.1880537161958618,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
FT8,0.6518279501915708,0.6423122605363986,19,0.1480879681591869,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
FT9,0.6368357854406131,0.6225057471264369,19,0.1701265798232512,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
Fp1,0.6382830459770115,0.6375593869731799,19,0.1573444583039526,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
Fp2,0.65715030651341,0.6605938697318007,19,0.1460373648051652,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
Fz,0.6439819923371647,0.650375478927203,23,0.1442040359000145,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
Iz,0.6422378927203064,0.6589099616858237,19,0.1622260592238505,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
O1,0.6498293295019157,0.6645134099616857,19,0.131617973082669,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
O2,0.6655866858237548,0.6660076628352491,19,0.1257095496874301,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
Oz,0.6432158045977011,0.6594885057471264,19,0.1669751699149085,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
P1,0.7005848467432949,0.6842624521072797,31,0.1399221733129948,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
P2,0.6773067241379311,0.6922241379310345,19,0.1355740047893873,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
P3,0.6469031609195403,0.6638735632183906,19,0.1140673724847147,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
P4,0.6695858429118774,0.6774674329501916,19,0.1407343703513249,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
P5,0.6546408429118773,0.6674521072796934,19,0.1444360926854148,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
P6,0.6602911302681992,0.6609655172413793,19,0.1448035171616144,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
P7,0.6318719731800767,0.6303352490421456,19,0.1513613828849647,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
P8,0.6448845019157087,0.6541130268199233,19,0.1642301113638392,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
PO3,0.6503734482758621,0.6460287356321838,19,0.1421201113806514,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
PO4,0.6582726053639847,0.663860153256705,19,0.1141938727919558,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
PO7,0.6656024521072798,0.6763639846743295,19,0.1486787845594514,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
PO8,0.6294801915708813,0.6381475095785439,19,0.1426084273207066,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
POz,0.6512313026819924,0.6521302681992338,19,0.1559079115450056,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
Pz,0.6600869348659003,0.6596800766283526,19,0.147622486375999,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
T7,0.6564810919540229,0.6681896551724138,19,0.1455450572207931,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
T8,0.6622778735632183,0.6617279693486589,19,0.1542801871006568,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
TP10,0.6450938314176244,0.644256704980843,19,0.1536494390280418,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
TP7,0.6385890804597703,0.6275555555555556,19,0.1426782312572504,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
TP8,0.6253007662835247,0.626513409961686,19,0.1559710333842389,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
TP9,0.6628580459770115,0.6544137931034482,19,0.1185696268844777,0.0019960079840319,True,0.5814149425287357,ws,On/Off-Task
AF3,0.613089734299517,0.5988719806763285,19,0.159959160281858,0.0698602794411177,False,0.6020012077294687,ws,Valence
AF4,0.6465268840579711,0.6456666666666667,19,0.1723712789516517,0.0019960079840319,True,0.6020012077294687,ws,Valence
AF7,0.6255387198067633,0.6508212560386475,19,0.1438184884126499,0.0019960079840319,True,0.6020012077294687,ws,Valence
AF8,0.6405848550724638,0.653461352657005,19,0.1209731112985243,0.0019960079840319,True,0.6020012077294687,ws,Valence
AFz,0.6381892028985507,0.6383429951690821,23,0.1413978343385599,0.0059880239520958,True,0.6020012077294687,ws,Valence
C1,0.5585196135265701,0.5220241545893721,23,0.163717970175291,1.0,False,0.6020012077294687,ws,Valence
C2,0.5827287439613527,0.5822995169082127,23,0.1379949379222941,0.2614770459081836,False,0.6020012077294687,ws,Valence
C3,0.5987604106280192,0.6010410628019325,19,0.170021620861052,0.0538922155688622,False,0.6020012077294687,ws,Valence
C4,0.5807828019323672,0.5826594202898551,19,0.1386302824478601,0.2594810379241516,False,0.6020012077294687,ws,Valence
C5,0.6021271014492754,0.6261280193236715,19,0.1500533998344545,0.0079840319361277,True,0.6020012077294687,ws,Valence
C6,0.5714896618357489,0.581524154589372,19,0.1696280154503081,0.2734530938123752,False,0.6020012077294687,ws,Valence
CP1,0.5772835507246377,0.5783140096618358,23,0.1681777067470889,0.3233532934131736,False,0.6020012077294687,ws,Valence
CP2,0.5557226811594204,0.5810072463768116,23,0.1170567879409332,0.2774451097804391,False,0.6020012077294687,ws,Valence
CP3,0.5837938405797101,0.5736980676328501,19,0.1715108209889378,0.4011976047904191,False,0.6020012077294687,ws,Valence
CP4,0.5750909661835749,0.5954975845410628,19,0.145025457342368,0.1017964071856287,False,0.6020012077294687,ws,Valence
CP5,0.5836019565217392,0.5962246376811594,19,0.1751312834774686,0.0958083832335329,False,0.6020012077294687,ws,Valence
CP6,0.5824335265700483,0.5627246376811594,19,0.1642908621648509,0.6347305389221557,False,0.6020012077294687,ws,Valence
CPz,0.6232786956521739,0.6051908212560386,23,0.1237844660588516,0.0339321357285429,True,0.6020012077294687,ws,Valence
Cz,0.5721691062801932,0.574961352657005,23,0.1296703005050635,0.3752495009980039,False,0.6020012077294687,ws,Valence
F1,0.5854689371980676,0.5914082125603864,23,0.1411324981600421,0.1457085828343313,False,0.6020012077294687,ws,Valence
F2,0.584983961352657,0.6083115942028986,23,0.1602318282308705,0.0259481037924151,True,0.6020012077294687,ws,Valence
F3,0.5746842270531402,0.5672995169082127,23,0.1587501897531266,0.5449101796407185,False,0.6020012077294687,ws,Valence
F4,0.6258454589371982,0.6096086956521739,23,0.1490660901106139,0.0259481037924151,True,0.6020012077294687,ws,Valence
F5,0.6173071256038647,0.6285942028985507,19,0.1454935932239293,0.0079840319361277,True,0.6020012077294687,ws,Valence
F6,0.604524420289855,0.6331908212560388,19,0.1458023335556449,0.0059880239520958,True,0.6020012077294687,ws,Valence
F7,0.6008413768115942,0.610012077294686,19,0.1488264358727531,0.0259481037924151,True,0.6020012077294687,ws,Valence
F8,0.5893844927536233,0.5879830917874397,19,0.1530978806466609,0.18562874251497,False,0.6020012077294687,ws,Valence
FC1,0.6170142512077296,0.6011376811594202,23,0.1433094478276338,0.0538922155688622,False,0.6020012077294687,ws,Valence
FC2,0.6030893719806764,0.6139782608695652,23,0.1418198294694097,0.0159680638722554,True,0.6020012077294687,ws,Valence
FC3,0.5970929951690822,0.5889251207729469,19,0.1549395743313766,0.1756487025948103,False,0.6020012077294687,ws,Valence
FC4,0.6152433333333335,0.6388188405797102,23,0.1430215049270736,0.0059880239520958,True,0.6020012077294687,ws,Valence
FC5,0.6210518357487923,0.6500217391304348,19,0.1453363321177114,0.0019960079840319,True,0.6020012077294687,ws,Valence
FC6,0.6104807729468599,0.6001038647342996,19,0.1512512297412919,0.06187624750499,False,0.6020012077294687,ws,Valence
FT10,0.5719863526570048,0.5450410628019323,19,0.1921685675901863,0.936127744510978,False,0.6020012077294687,ws,Valence
FT7,0.6178734057971014,0.6151908212560386,19,0.1808691413378195,0.0139720558882235,True,0.6020012077294687,ws,Valence
FT8,0.5673196135265701,0.5472608695652175,19,0.1880067776988437,0.9101796407185628,False,0.6020012077294687,ws,Valence
FT9,0.5942672463768116,0.578990338164251,19,0.1759851821984923,0.3193612774451098,False,0.6020012077294687,ws,Valence
Fp1,0.6109391304347825,0.6076884057971015,19,0.1636222862863731,0.0259481037924151,True,0.6020012077294687,ws,Valence
Fp2,0.6280386231884059,0.6180386473429952,19,0.1250219022681288,0.0119760479041916,True,0.6020012077294687,ws,Valence
Fz,0.5503866666666667,0.5416884057971014,23,0.1527779569486552,0.9560878243512974,False,0.6020012077294687,ws,Valence
Iz,0.6019263526570049,0.6171811594202898,19,0.1303496122992561,0.0119760479041916,True,0.6020012077294687,ws,Valence
O1,0.5930744444444446,0.5945434782608696,19,0.1643369327469468,0.1117764471057884,False,0.6020012077294687,ws,Valence
O2,0.6166745410628018,0.599219806763285,19,0.1392841820344344,0.0678642714570858,False,0.6020012077294687,ws,Valence
Oz,0.6273271739130436,0.6182777777777777,19,0.1330472727190292,0.0119760479041916,True,0.6020012077294687,ws,Valence
P1,0.6075412077294685,0.6138478260869565,31,0.1358300404697495,0.0159680638722554,True,0.6020012077294687,ws,Valence
P2,0.6009942270531401,0.6035144927536232,19,0.1327418759493334,0.0459081836327345,True,0.6020012077294687,ws,Valence
P3,0.5630340821256039,0.5720942028985507,19,0.184926217683403,0.4331337325349301,False,0.6020012077294687,ws,Valence
P4,0.5402280676328503,0.5511352657004831,19,0.1442505445674052,0.8642714570858283,False,0.6020012077294687,ws,Valence
P5,0.5920257729468599,0.6112004830917874,19,0.1708486302896519,0.0219560878243512,True,0.6020012077294687,ws,Valence
P6,0.5235863285024155,0.5376908212560386,19,0.1583669410423657,0.9740518962075848,False,0.6020012077294687,ws,Valence
P7,0.5947404106280194,0.6404613526570049,19,0.161619848830969,0.0039920159680638,True,0.6020012077294687,ws,Valence
P8,0.5556844685990339,0.5610483091787439,19,0.1648654815225325,0.6626746506986028,False,0.6020012077294687,ws,Valence
PO3,0.612112270531401,0.5853502415458938,19,0.1373018116803643,0.2275449101796407,False,0.6020012077294687,ws,Valence
PO4,0.5790724396135265,0.5733913043478261,19,0.1660303542598607,0.4031936127744511,False,0.6020012077294687,ws,Valence
PO7,0.562647342995169,0.5706787439613527,19,0.1611813281439716,0.467065868263473,False,0.6020012077294687,ws,Valence
PO8,0.5426469082125603,0.5708816425120774,19,0.174700441208248,0.4610778443113772,False,0.6020012077294687,ws,Valence
POz,0.5781368115942029,0.5542101449275362,19,0.1559239648581758,0.8143712574850299,False,0.6020012077294687,ws,Valence
Pz,0.5761281642512077,0.5859299516908213,19,0.1653928266580653,0.217564870259481,False,0.6020012077294687,ws,Valence
T7,0.5797186473429953,0.5715289855072464,19,0.1714833544637264,0.4411177644710579,False,0.6020012077294687,ws,Valence
T8,0.6161094927536233,0.6052729468599033,19,0.1818716579905083,0.0339321357285429,True,0.6020012077294687,ws,Valence
TP10,0.5822994927536232,0.594816425120773,19,0.1692640162219002,0.1097804391217564,False,0.6020012077294687,ws,Valence
TP7,0.6327856280193238,0.6572801932367149,19,0.1452739984183362,0.0019960079840319,True,0.6020012077294687,ws,Valence
TP8,0.6141834782608696,0.6225917874396135,19,0.1354866344931068,0.0079840319361277,True,0.6020012077294687,ws,Valence
TP9,0.5803301932367152,0.585024154589372,19,0.1633688696817902,0.2355289421157684,False,0.6020012077294687,ws,Valence
AF3,0.5964362724014336,0.6172150537634409,19,0.1514974746375917,0.0019960079840319,True,0.5803395161290322,ws,Self/Other
AF4,0.5903026702508961,0.5864157706093189,19,0.1280829859387418,0.0259481037924151,True,0.5803395161290322,ws,Self/Other
AF7,0.5727413440860215,0.5680609318996416,19,0.1495735089116502,0.2015968063872255,False,0.5803395161290322,ws,Self/Other
AF8,0.5523730107526882,0.5487096774193551,19,0.1184090606459708,0.7125748502994012,False,0.5803395161290322,ws,Self/Other
AFz,0.5824533512544801,0.5745663082437276,23,0.1451968329632619,0.0938123752495009,False,0.5803395161290322,ws,Self/Other
C1,0.526414265232975,0.5351487455197133,23,0.147873102990061,0.9500998003992016,False,0.5803395161290322,ws,Self/Other
C2,0.5614709318996416,0.5550824372759857,23,0.1251396549485646,0.497005988023952,False,0.5803395161290322,ws,Self/Other
C3,0.5727101075268817,0.58531541218638,19,0.1262847869130207,0.0279441117764471,True,0.5803395161290322,ws,Self/Other
C4,0.5843889784946236,0.5727992831541219,19,0.140672789188192,0.1257485029940119,False,0.5803395161290322,ws,Self/Other
C5,0.5764525627240142,0.5634910394265233,19,0.1284135761067025,0.2774451097804391,False,0.5803395161290322,ws,Self/Other
C6,0.5627225985663081,0.5817311827956988,19,0.1539467147686946,0.0439121756487025,True,0.5803395161290322,ws,Self/Other
CP1,0.5572664516129031,0.5740483870967741,23,0.1418461767159179,0.1017964071856287,False,0.5803395161290322,ws,Self/Other
CP2,0.5502719175627241,0.5670394265232974,23,0.1383440165140639,0.2115768463073852,False,0.5803395161290322,ws,Self/Other
CP3,0.5514956093189965,0.5407455197132618,19,0.1461013257628332,0.8622754491017964,False,0.5803395161290322,ws,Self/Other
CP4,0.5898790681003584,0.601252688172043,19,0.1342698297631958,0.0019960079840319,True,0.5803395161290322,ws,Self/Other
CP5,0.5529458960573477,0.5367311827956989,19,0.1252789549747333,0.9261477045908184,False,0.5803395161290322,ws,Self/Other
CP6,0.5705219892473118,0.5487724014336917,19,0.1400217733739341,0.7105788423153693,False,0.5803395161290322,ws,Self/Other
CPz,0.5443041397849461,0.5362007168458782,23,0.1410031012663376,0.9301397205588824,False,0.5803395161290322,ws,Self/Other
Cz,0.5243857347670251,0.5243530465949822,23,0.1613752363603467,0.998003992015968,False,0.5803395161290322,ws,Self/Other
F1,0.5524406810035841,0.5803763440860215,23,0.13183526190944,0.0518962075848303,False,0.5803395161290322,ws,Self/Other
F2,0.5439926702508961,0.5370913978494624,23,0.1455035382752094,0.9221556886227544,False,0.5803395161290322,ws,Self/Other
F3,0.5486539426523297,0.5455734767025089,23,0.1182571523366461,0.7844311377245509,False,0.5803395161290322,ws,Self/Other
F4,0.5645573118279571,0.5476272401433693,23,0.1414810333846717,0.7365269461077845,False,0.5803395161290322,ws,Self/Other
F5,0.5804976702508962,0.5776200716845877,19,0.1230578269167032,0.0658682634730539,False,0.5803395161290322,ws,Self/Other
F6,0.59744270609319,0.603863799283154,19,0.1362663023232927,0.0019960079840319,True,0.5803395161290322,ws,Self/Other
F7,0.5666588172043012,0.5656971326164875,19,0.098732442884063,0.2375249500998004,False,0.5803395161290322,ws,Self/Other
F8,0.5810027956989248,0.5811971326164874,19,0.1462807301550731,0.0459081836327345,True,0.5803395161290322,ws,Self/Other
FC1,0.5450654121863798,0.531326164874552,23,0.1484219931042443,0.9760479041916168,False,0.5803395161290322,ws,Self/Other
FC2,0.5306717383512546,0.5355501792114695,23,0.1470460072907772,0.936127744510978,False,0.5803395161290322,ws,Self/Other
FC3,0.5488262365591398,0.5465519713261648,19,0.1342785474218055,0.7564870259481038,False,0.5803395161290322,ws,Self/Other
FC4,0.5360416666666666,0.5334193548387096,19,0.164295568283796,0.9640718562874252,False,0.5803395161290322,ws,Self/Other
FC5,0.560893422939068,0.548921146953405,19,0.1246692189702997,0.7085828343313373,False,0.5803395161290322,ws,Self/Other
FC6,0.550539229390681,0.5712795698924731,19,0.1228827840214473,0.1497005988023952,False,0.5803395161290322,ws,Self/Other
FT10,0.5357182437275986,0.5675519713261648,19,0.1645274800575777,0.2075848303393213,False,0.5803395161290322,ws,Self/Other
FT7,0.5289578673835125,0.5082831541218638,19,0.1204444088705271,1.0,False,0.5803395161290322,ws,Self/Other
FT8,0.6035321326164874,0.6152132616487455,19,0.1249550809338093,0.0019960079840319,True,0.5803395161290322,ws,Self/Other
FT9,0.5500213978494624,0.5592831541218637,19,0.1299471466410938,0.3792415169660678,False,0.5803395161290322,ws,Self/Other
Fp1,0.5849968996415771,0.5992706093189965,19,0.1741821615488412,0.0019960079840319,True,0.5803395161290322,ws,Self/Other
Fp2,0.5881406630824373,0.5787132616487454,19,0.146101894070248,0.06187624750499,False,0.5803395161290322,ws,Self/Other
Fz,0.5325704838709677,0.5418745519713262,23,0.1299672554851744,0.846307385229541,False,0.5803395161290322,ws,Self/Other
Iz,0.5545046774193549,0.5544444444444444,19,0.1312264287426542,0.5269461077844312,False,0.5803395161290322,ws,Self/Other
O1,0.5435436200716847,0.556625448028674,19,0.1439619657346573,0.4530938123752495,False,0.5803395161290322,ws,Self/Other
O2,0.55181958781362,0.5588691756272403,19,0.1432371617928695,0.3892215568862275,False,0.5803395161290322,ws,Self/Other
Oz,0.5378127956989248,0.5294426523297491,19,0.1097186210744703,0.9900199600798404,False,0.5803395161290322,ws,Self/Other
P1,0.5548494086021506,0.5581774193548387,31,0.1425126794917,0.405189620758483,False,0.5803395161290322,ws,Self/Other
P2,0.5637270788530465,0.5697706093189964,19,0.1326580150449958,0.1736526946107784,False,0.5803395161290322,ws,Self/Other
P3,0.5506454121863799,0.5651254480286737,19,0.1308111278102559,0.2455089820359281,False,0.5803395161290322,ws,Self/Other
P4,0.5841069354838712,0.5905770609318997,19,0.1221967574206989,0.0139720558882235,True,0.5803395161290322,ws,Self/Other
P5,0.5512039247311828,0.5365788530465949,19,0.1269964903997209,0.9301397205588824,False,0.5803395161290322,ws,Self/Other
P6,0.5672117562724014,0.5745268817204301,19,0.1588666097523312,0.0938123752495009,False,0.5803395161290322,ws,Self/Other
P7,0.5403154301075269,0.5452974910394266,19,0.1227073287901793,0.7884231536926147,False,0.5803395161290322,ws,Self/Other
P8,0.5852297849462365,0.5866218637992832,19,0.105556063612586,0.0259481037924151,True,0.5803395161290322,ws,Self/Other
PO3,0.5200551254480287,0.5066702508960573,19,0.1447946794545571,1.0,False,0.5803395161290322,ws,Self/Other
PO4,0.5320700716845878,0.5241594982078853,19,0.1690272594867577,0.998003992015968,False,0.5803395161290322,ws,Self/Other
PO7,0.5656349462365592,0.5674820788530467,19,0.1302647081546824,0.2075848303393213,False,0.5803395161290322,ws,Self/Other
PO8,0.5685538530465949,0.5830035842293907,19,0.1333070118249842,0.0379241516966067,True,0.5803395161290322,ws,Self/Other
POz,0.5582923655913978,0.534888888888889,19,0.1306982641730923,0.9520958083832336,False,0.5803395161290322,ws,Self/Other
Pz,0.5523043727598567,0.5536039426523298,19,0.1401892685390476,0.5608782435129741,False,0.5803395161290322,ws,Self/Other
T7,0.559056953405018,0.5409982078853047,19,0.1190795370839032,0.8562874251497006,False,0.5803395161290322,ws,Self/Other
T8,0.5534623118279569,0.56581541218638,19,0.1560394853153896,0.2335329341317365,False,0.5803395161290322,ws,Self/Other
TP10,0.5598429211469533,0.5515430107526881,19,0.1347275196233777,0.6407185628742516,False,0.5803395161290322,ws,Self/Other
TP7,0.5696788888888888,0.574551971326165,19,0.1264909972156316,0.0938123752495009,False,0.5803395161290322,ws,Self/Other
TP8,0.5389558960573476,0.506616487455197,19,0.1541571233837483,1.0,False,0.5803395161290322,ws,Self/Other
TP9,0.5315541935483872,0.5481881720430108,19,0.1528418270272558,0.718562874251497,False,0.5803395161290322,ws,Self/Other
AF3,0.5580557201646091,0.5452448559670782,19,0.1680563816055713,0.906187624750499,False,0.5985876543209876,ws,Time
AF4,0.5659210699588477,0.5932674897119341,19,0.1807049407513918,0.0838323353293413,False,0.5985876543209876,ws,Time
AF7,0.5805533744855967,0.5609526748971194,19,0.1634492914575946,0.6906187624750499,False,0.5985876543209876,ws,Time
AF8,0.5689452057613169,0.5970452674897119,19,0.1715654418187175,0.0578842315369261,False,0.5985876543209876,ws,Time
AFz,0.558150720164609,0.5798662551440329,23,0.1760248319931721,0.2754491017964072,False,0.5985876543209876,ws,Time
C1,0.540073559670782,0.5571790123456789,23,0.1703451088737768,0.7485029940119761,False,0.5985876543209876,ws,Time
C2,0.5429904320987654,0.5623662551440328,23,0.1872271388764073,0.6626746506986028,False,0.5985876543209876,ws,Time
C3,0.5394727983539095,0.5456069958847737,19,0.1777843656319765,0.9041916167664672,False,0.5985876543209876,ws,Time
C4,0.5488089094650206,0.5714814814814815,19,0.1734559677846957,0.4530938123752495,False,0.5985876543209876,ws,Time
C5,0.6325340534979423,0.663746913580247,19,0.123116982750131,0.0019960079840319,True,0.5985876543209876,ws,Time
C6,0.6011633539094651,0.6195185185185186,19,0.1434765516143337,0.0019960079840319,True,0.5985876543209876,ws,Time
CP1,0.5193337242798354,0.5308991769547325,19,0.1959321000217715,0.9920159680638724,False,0.5985876543209876,ws,Time
CP2,0.5501459259259259,0.544619341563786,19,0.1820888221153072,0.9121756487025948,False,0.5985876543209876,ws,Time
CP3,0.5424006378600824,0.5367572016460905,19,0.1890328757020701,0.9760479041916168,False,0.5985876543209876,ws,Time
CP4,0.5177974074074074,0.5059053497942387,19,0.1737136300243027,1.0,False,0.5985876543209876,ws,Time
CP5,0.581594547325103,0.6073683127572017,19,0.1485758962718796,0.0239520958083832,True,0.5985876543209876,ws,Time
CP6,0.5869756378600823,0.5975761316872429,19,0.161822890569497,0.0558882235528942,False,0.5985876543209876,ws,Time
CPz,0.5292584979423869,0.5237427983539095,23,0.1724453340019966,0.998003992015968,False,0.5985876543209876,ws,Time
Cz,0.5188944238683127,0.5287510288065843,23,0.1915480245625861,0.996007984031936,False,0.5985876543209876,ws,Time
F1,0.5682558847736625,0.5747078189300412,23,0.1660577035897947,0.3772455089820359,False,0.5985876543209876,ws,Time
F2,0.5581366872427983,0.5826090534979425,23,0.161292676980299,0.2315369261477046,False,0.5985876543209876,ws,Time
F3,0.5331573456790124,0.5229403292181071,23,0.137618993658774,0.998003992015968,False,0.5985876543209876,ws,Time
F4,0.5663902880658436,0.5687448559670781,23,0.1473835516167409,0.5149700598802395,False,0.5985876543209876,ws,Time
F5,0.5583230041152264,0.5488930041152263,19,0.168158665446576,0.874251497005988,False,0.5985876543209876,ws,Time
F6,0.590119341563786,0.593187242798354,19,0.1692731876332467,0.0878243512974051,False,0.5985876543209876,ws,Time
F7,0.5440470164609054,0.548164609053498,19,0.1676119170358559,0.8802395209580839,False,0.5985876543209876,ws,Time
F8,0.5850863374485596,0.6099115226337448,19,0.1639011585121947,0.0159680638722554,True,0.5985876543209876,ws,Time
FC1,0.5601983950617284,0.5771687242798355,23,0.1509009251792411,0.3333333333333333,False,0.5985876543209876,ws,Time
FC2,0.5470711934156379,0.554835390946502,23,0.1656946470220141,0.8023952095808383,False,0.5985876543209876,ws,Time
FC3,0.557891316872428,0.5832283950617284,19,0.1643637129301504,0.217564870259481,False,0.5985876543209876,ws,Time
FC4,0.5672746502057613,0.5481707818930042,19,0.167711908822826,0.8802395209580839,False,0.5985876543209876,ws,Time
FC5,0.5510170987654321,0.5525884773662552,19,0.1610763004187281,0.844311377245509,False,0.5985876543209876,ws,Time
FC6,0.5970255349794238,0.5612263374485597,19,0.1411997561260098,0.6866267465069861,False,0.5985876543209876,ws,Time
FT10,0.5396429835390947,0.522940329218107,19,0.1614096048565908,0.998003992015968,False,0.5985876543209876,ws,Time
FT7,0.6201076543209878,0.6083580246913581,19,0.126203238641101,0.0239520958083832,True,0.5985876543209876,ws,Time
FT8,0.564736502057613,0.5672263374485597,19,0.1401867285592528,0.5508982035928144,False,0.5985876543209876,ws,Time
FT9,0.5544527160493827,0.5696851851851852,19,0.1456007211147466,0.4950099800399201,False,0.5985876543209876,ws,Time
