trace_index,trace_type,trace_name,row_label,col_label,x,y,subject
0,scatter,,,,0.0014550362571692998,0.0015940388620441228,N1
0,scatter,,,,0.0016864830228408634,0.0022865335655399637,P1
0,scatter,,,,0.0021118670204807654,0.0008569595735371531,P3a
0,scatter,,,,0.003077783153767109,0.001585257861424127,PE theta
0,scatter,,,,0.0023847595523935985,0.0022378976617315927,Kolmogorov
0,scatter,,,,0.002157545390011058,0.0024234598565657226,PSD beta
0,scatter,,,,0.002604390334224155,0.0017763321077108264,PSD delta
0,scatter,,,,0.0012179235770670485,0.0010338295086569623,SW Duration
0,scatter,,,,0.001390227997308115,0.0011202596184941261,SW Frequency
0,scatter,,,,0.0015831981311494586,0.0014116705616880876,SW PTP
0,scatter,,,,0.0014931291913524445,0.0012129314170633255,SW Slope
0,scatter,,,,0.0018235713379038166,0.0011334659114124162,wSMI alpha
0,scatter,,,,0.0019523311385038142,0.0015522612399978544,wSMI beta
0,scatter,,,,0.002079543798752888,0.002054257961683268,wSMI gamma
0,scatter,,,,0.0019997544764382784,0.002169364164803891,wSMI theta
1,scatter,,,,0.0026188524288444258,0.002622336966707584,
1,scatter,,,,0.0019846696227052204,0.003280616303915509,
1,scatter,,,,0.002712124160917243,0.002240678444660226,
1,scatter,,,,0.0027263548501906304,0.0025729867300980248,
1,scatter,,,,0.002273206042152935,0.0029547525554495303,
1,scatter,,,,0.002380355590955588,0.0025333815064965976,
1,scatter,,,,0.002306862316703875,0.002400268159741112,
1,scatter,,,,0.002183681599685535,0.0034450375362680297,
