subject,auc,label_std,label_mean
05,0.554,33.11287240395463,70.06521739130434
06,0.728,25.415405154137048,52.1875
08,0.46333333333333326,23.482610610990843,46.25581395348837
11,0.625,14.696453823482553,66.70370370370371
12,0.6166666666666666,23.70888253611104,46.05555555555556
18,0.5574999999999999,20.287086815826175,69.34883720930233
22,0.4833333333333333,16.711692681141177,70.11428571428571
25,0.5999999999999999,19.354705251814487,50.73076923076923
26,0.4333333333333333,20.270504022676235,61.68
27,0.6333333333333334,17.895311264187754,51.370370370370374
28,0.5277777777777779,17.784978030584885,57.21875
29,0.55,23.89628354262977,51.108695652173914
31,0.5,17.221773244477774,49.2
32,0.5075000000000001,24.533404762895067,50.86363636363637
34,0.5516666666666666,28.085118435766308,66.96
35,0.5,15.341565642516294,46.81818181818182
37,0.6625,18.011610657209385,49.857142857142854
38,0.6125,22.065630820170618,47.27777777777778
42,0.5,15.523198670689524,53.333333333333336
43,0.7916666666666667,22.598672527385318,60.0
